Pass,Neuron,Win_u_real,Win_u_raw,Win_u_hex,Wx_real,Wx_raw,Wx_hex,MAC_real,MAC_raw,MAC_hex,Bias_real,Bias_raw,Bias_hex,NeuronSum_real,NeuronSum_raw,NeuronSum_hex,Clipped,TanhInput,TanhOutput,x_next_real,x_next_raw,x_next_hex
2,46,-0.095558,-100200,FFFE7898,0.139072,145828,000239A4,0.043945,45,002D,0.959961,983,03D7,1.003906,1028,0404,False,1.003906,0.763230,0.763672,782,030E
2,47,0.450039,471900,0007335C,-0.412761,-432811,FFF96555,0.037109,38,0026,0.222656,228,00E4,0.259766,266,010A,False,0.259766,0.254076,0.253906,260,0104
2,48,-0.677872,-710800,FFF52770,-0.094103,-98674,FFFE7E8E,-0.772461,-791,FCE9,-0.890625,-912,FC70,-1.663086,-1703,F959,False,-1.663086,-0.930632,-0.930664,-953,FC47
2,49,-0.389862,-408800,FFF9C320,-0.417779,-438073,FFF950C7,-0.807617,-827,FCC5,0.232422,238,00EE,-0.575195,-589,FDB3,False,-0.575195,-0.519165,-0.519531,-532,FDEC
2,50,-0.275135,-288500,FFFB990C,0.272553,285793,00045C61,-0.002930,-3,FFFD,-0.915039,-937,FC57,-0.917969,-940,FC54,False,-0.917969,-0.724935,-0.724609,-742,FD1A
2,51,-0.182438,-191300,FFFD14BC,-0.701692,-735777,FFF4C5DF,-0.883789,-905,FC77,0.768555,787,0313,-0.115234,-118,FF8A,False,-0.115234,-0.114727,-0.114258,-117,FF8B
2,52,-0.134659,-141200,FFFDD870,0.121293,127185,0001F0D1,-0.013672,-14,FFF2,0.418945,429,01AD,0.405273,415,019F,False,0.405273,0.384452,0.384766,394,018A
2,53,-0.282860,-296600,FFFB7968,0.603884,633218,0009A982,0.321289,329,0149,-0.653320,-669,FD63,-0.332031,-340,FEAC,False,-0.332031,-0.320345,-0.320312,-328,FEB8
2,54,0.224876,235800,00039918,-0.372796,-390905,FFFA0907,-0.147461,-151,FF69,-0.816406,-836,FCBC,-0.963867,-987,FC25,False,-0.963867,-0.745997,-0.746094,-764,FD04
2,55,0.044727,46900,0000B734,-0.047084,-49371,FFFF3F25,-0.001953,-2,FFFE,-0.632812,-648,FD78,-0.634766,-650,FD76,False,-0.634766,-0.561325,-0.561523,-575,FDC1
2,56,-0.631714,-662400,FFF5E480,-0.095448,-100085,FFFE790B,-0.727539,-745,FD17,0.959961,983,03D7,0.232422,238,00EE,False,0.232422,0.228325,0.228516,234,00EA
2,57,0.229836,241000,0003AD68,0.168847,177049,0002B399,0.398438,408,0198,-0.083008,-85,FFAB,0.315430,323,0143,False,0.315430,0.305369,0.305664,313,0139
2,58,0.426674,447400,0006D3A8,-0.268106,-281129,FFFBB5D7,0.158203,162,00A2,0.568359,582,0246,0.726562,744,02E8,False,0.726562,0.620958,0.621094,636,027C
2,59,-0.506115,-530700,FFF7E6F4,0.010343,10845,00002A5D,-0.496094,-508,FE04,0.272461,279,0117,-0.223633,-229,FF1B,False,-0.223633,-0.219978,-0.219727,-225,FF1F
2,60,-0.137329,-144000,FFFDCD80,0.563586,590963,00090473,0.425781,436,01B4,0.144531,148,0094,0.570312,584,0248,False,0.570312,0.515589,0.515625,528,0210
2,61,-0.201988,-211800,FFFCC4A8,0.261163,273849,00042DB9,0.059570,61,003D,-0.709961,-727,FD29,-0.650391,-666,FD66,False,-0.650391,-0.571933,-0.572266,-586,FDB6
2,62,0.115299,120900,0001D844,1.173909,1230933,0012C855,1.289062,1320,0528,0.891602,913,0391,2.180664,2233,08B9,False,2.180664,0.974799,0.974609,998,03E6
2,63,0.115204,120800,0001D7E0,-0.130355,-136687,FFFDEA11,-0.015625,-16,FFF0,-0.397461,-407,FE69,-0.413086,-423,FE59,False,-0.413086,-0.391090,-0.390625,-400,FE70
2,64,0.342655,359300,00057B84,0.336267,352601,00056159,0.678711,695,02B7,0.156250,160,00A0,0.834961,855,0357,False,0.834961,0.683131,0.683594,700,02BC
2,65,-0.604630,-634000,FFF65370,0.336324,352661,00056195,-0.268555,-275,FEED,0.399414,409,0199,0.130859,134,0086,False,0.130859,0.130118,0.129883,133,0085
2,66,0.356197,373500,0005B2FC,0.113787,119314,0001D212,0.469727,481,01E1,0.298828,306,0132,0.768555,787,0313,False,0.768555,0.646088,0.646484,662,0296
2,67,-0.088215,-92500,FFFE96AC,-0.780281,-818184,FFF383F8,-0.868164,-889,FC87,0.880859,902,0386,0.012695,13,000D,False,0.012695,0.012695,0.012695,13,000D
2,68,-0.283337,-297100,FFFB7774,0.219975,230660,00038504,-0.063477,-65,FFBF,-0.703125,-720,FD30,-0.766602,-785,FCEF,False,-0.766602,-0.644949,-0.644531,-660,FD6C
2,69,0.104904,110000,0001ADB0,0.007612,7982,00001F2E,0.112305,115,0073,0.016602,17,0011,0.128906,132,0084,False,0.128906,0.128197,0.127930,131,0083
2,70,-0.170517,-178800,FFFD4590,-0.189314,-198510,FFFCF892,-0.359375,-368,FE90,-0.192383,-197,FF3B,-0.551758,-565,FDCB,False,-0.551758,-0.501836,-0.501953,-514,FDFE
2,71,-0.093746,-98300,FFFE8004,-0.445196,-466822,FFF8E07A,-0.539062,-552,FDD8,-0.051758,-53,FFCB,-0.590820,-605,FDA3,False,-0.590820,-0.530485,-0.530273,-543,FDE1
2,72,0.368023,385900,0005E36C,-0.536175,-562220,FFF76BD4,-0.167969,-172,FF54,-0.761719,-780,FCF4,-0.929688,-952,FC48,False,-0.929688,-0.730448,-0.730469,-748,FD14
2,73,0.775051,812700,000C669C,-0.164810,-172816,FFFD5CF0,0.610352,625,0271,-0.731445,-749,FD13,-0.121094,-124,FF84,False,-0.121094,-0.120505,-0.120117,-123,FF85
2,74,0.181770,190600,0002E888,-0.321324,-336933,FFFADBDB,-0.139648,-143,FF71,-0.444336,-455,FE39,-0.583984,-598,FDAA,False,-0.583984,-0.525555,-0.525391,-538,FDE6
2,75,0.465584,488200,00077308,-0.750585,-787045,FFF3FD9B,-0.285156,-292,FEDC,-0.390625,-400,FE70,-0.675781,-692,FD4C,False,-0.675781,-0.588770,-0.588867,-603,FDA5
2,76,0.220871,231600,000388B0,0.099764,104610,000198A2,0.320312,328,0148,-0.144531,-148,FF6C,0.175781,180,00B4,False,0.175781,0.173993,0.173828,178,00B2
2,77,0.119972,125800,0001EB68,-1.222808,-1282207,FFEC6F61,-1.102539,-1129,FB97,0.221680,227,00E3,-0.880859,-902,FC7A,False,-0.880859,-0.706850,-0.707031,-724,FD2C
2,78,-0.139332,-146100,FFFDC54C,0.514874,539885,00083CED,0.375977,385,0181,0.269531,276,0114,0.645508,661,0295,False,0.645508,0.568638,0.568359,582,0246
2,79,-0.207329,-217400,FFFCAEC8,-0.870900,-913205,FFF210CB,-1.078125,-1104,FBB0,-0.176758,-181,FF4B,-1.254883,-1285,FAFB,False,-1.254883,-0.849647,-0.849609,-870,FC9A
2,80,0.198746,208400,00032E10,-0.177889,-186530,FFFD275E,0.020508,21,0015,-0.182617,-187,FF45,-0.162109,-166,FF5A,False,-0.162109,-0.160704,-0.161133,-165,FF5B
2,81,0.210476,220700,00035E1C,0.542715,569078,0008AEF6,0.752930,771,0303,-0.564453,-578,FDBE,0.188477,193,00C1,False,0.188477,0.186276,0.186523,191,00BF
2,82,0.277042,290500,00046EC4,0.000591,620,0000026C,0.277344,284,011C,0.176758,181,00B5,0.454102,465,01D1,False,0.454102,0.425265,0.424805,435,01B3
2,83,-0.289059,-303100,FFFB6004,0.491191,515051,0007DBEB,0.202148,207,00CF,-0.366211,-375,FE89,-0.164062,-168,FF58,False,-0.164062,-0.162606,-0.163086,-167,FF59
2,84,-0.490570,-514400,FFF826A0,-0.303661,-318412,FFFB2434,-0.793945,-813,FCD3,-0.927734,-950,FC4A,-1.721680,-1763,F91D,False,-1.721680,-0.938065,-0.938477,-961,FC3F
2,85,-0.435352,-456500,FFF908CC,-0.662006,-694164,FFF5686C,-1.097656,-1124,FB9C,-0.163086,-167,FF59,-1.260742,-1291,FAF5,False,-1.260742,-0.851269,-0.851562,-872,FC98
2,86,0.061226,64200,0000FAC8,0.448306,470083,00072C43,0.509766,522,020A,-0.051758,-53,FFCB,0.458008,469,01D5,False,0.458008,0.428459,0.428711,439,01B7
2,87,0.350094,367100,000599FC,-0.165815,-173870,FFFD58D2,0.184570,189,00BD,-0.548828,-562,FDCE,-0.364258,-373,FE8B,False,-0.364258,-0.348959,-0.348633,-357,FE9B
2,88,-0.027370,-28700,FFFF8FE4,0.206097,216108,00034C2C,0.178711,183,00B7,0.144531,148,0094,0.323242,331,014B,False,0.323242,0.312436,0.312500,320,0140
2,89,-0.062656,-65700,FFFEFF5C,-0.030206,-31673,FFFF8447,-0.092773,-95,FFA1,0.131836,135,0087,0.039062,40,0028,False,0.039062,0.039043,0.039062,40,0028
2,90,0.319767,335300,00051DC4,0.251096,263293,0004047D,0.571289,585,0249,0.404297,414,019E,0.975586,999,03E7,False,0.975586,0.751149,0.750977,769,0301
2,91,0.296783,311200,0004BFA0,0.165552,173594,0002A61A,0.461914,473,01D9,0.295898,303,012F,0.757812,776,0308,False,0.757812,0.639787,0.639648,655,028F
2,92,-0.351048,-368100,FFFA621C,0.025749,27000,00006978,-0.325195,-333,FEB3,0.304688,312,0138,-0.020508,-21,FFEB,False,-0.020508,-0.020505,-0.020508,-21,FFEB
2,93,-0.137043,-143700,FFFDCEAC,-0.422504,-443028,FFF93D6C,-0.559570,-573,FDC3,-0.367188,-376,FE88,-0.926758,-949,FC4B,False,-0.926758,-0.729079,-0.729492,-747,FD15
2,94,0.303173,317900,0004D9CC,-0.450605,-472494,FFF8CA52,-0.147461,-151,FF69,0.575195,589,024D,0.427734,438,01B6,False,0.427734,0.403426,0.403320,413,019D
2,95,-0.203991,-213900,FFFCBC74,-0.515710,-540761,FFF7BFA7,-0.719727,-737,FD1F,0.098633,101,0065,-0.621094,-636,FD84,False,-0.621094,-0.551889,-0.551758,-565,FDCB
2,96,-0.279522,-293100,FFFB8714,0.585763,614217,00095F49,0.306641,314,013A,-0.136719,-140,FF74,0.169922,174,00AE,False,0.169922,0.168305,0.167969,172,00AC
2,97,-0.517559,-542700,FFF7B814,0.203061,212925,00033FBD,-0.314453,-322,FEBE,0.251953,258,0102,-0.062500,-64,FFC0,False,-0.062500,-0.062419,-0.062500,-64,FFC0
2,98,-0.293064,-307300,FFFB4F9C,-0.010041,-10529,FFFFD6DF,-0.302734,-310,FECA,-0.278320,-285,FEE3,-0.581055,-595,FDAD,False,-0.581055,-0.523432,-0.523438,-536,FDE8
2,99,0.322914,338600,00052AA8,0.151864,159241,00026E09,0.474609,486,01E6,0.025391,26,001A,0.500000,512,0200,False,0.500000,0.462117,0.461914,473,01D9
3,0,0.386715,405500,00062FFC,1.268435,1330050,00144B82,1.655273,1695,069F,-0.396484,-406,FE6A,1.258789,1289,0509,False,1.258789,0.850730,0.850586,871,0367
3,1,-0.451374,-473300,FFF8C72C,1.007408,1056344,00101E58,0.555664,569,0239,0.836914,857,0359,1.392578,1426,0592,False,1.392578,0.883737,0.883789,905,0389
3,2,-0.146294,-153400,FFFDA8C8,-0.071275,-74737,FFFEDC0F,-0.217773,-223,FF21,0.562500,576,0240,0.344727,353,0161,False,0.344727,0.331691,0.332031,340,0154
3,3,-0.243187,-255000,FFFC1BE8,0.770072,807479,000C5237,0.527344,540,021C,-0.779297,-798,FCE2,-0.251953,-258,FEFE,False,-0.251953,-0.246754,-0.247070,-253,FF03
3,4,0.526428,552000,00086C40,0.789289,827630,000CA0EE,1.315430,1347,0543,0.994141,1018,03FA,2.309570,2365,093D,False,2.309570,0.980470,0.980469,1004,03EC
3,5,0.525665,551200,00086920,-0.717813,-752682,FFF483D6,-0.192383,-197,FF3B,0.758789,777,0309,0.566406,580,0244,False,0.566406,0.512715,0.512695,525,020D
3,6,0.299454,314000,0004CA90,0.787286,825529,000C98B9,1.086914,1113,0459,-0.432617,-443,FE45,0.654297,670,029E,False,0.654297,0.574555,0.574219,588,024C
3,7,-0.158787,-166500,FFFD759C,-0.878924,-921619,FFF1EFED,-1.038086,-1063,FBD9,0.673828,690,02B2,-0.364258,-373,FE8B,False,-0.364258,-0.348959,-0.348633,-357,FE9B
3,8,-0.073528,-77100,FFFED2D4,-0.323731,-339457,FFFAD1FF,-0.397461,-407,FE69,-0.787109,-806,FCDA,-1.184570,-1213,FB43,False,-1.184570,-0.828887,-0.829102,-849,FCAF
3,9,-0.271225,-284400,FFFBA910,0.965398,1012293,000F7245,0.694336,711,02C7,0.998047,1022,03FE,1.692383,1733,06C5,False,1.692383,0.934450,0.934570,957,03BD
3,10,-0.255108,-267500,FFFBEB14,0.603782,633111,0009A917,0.348633,357,0165,0.331055,339,0153,0.679688,696,02B8,False,0.679688,0.591316,0.591797,606,025E
3,11,-0.128746,-135000,FFFDF0A8,-0.494425,-518442,FFF816D6,-0.623047,-638,FD82,0.299805,307,0133,-0.323242,-331,FEB5,False,-0.323242,-0.312436,-0.312500,-320,FEC0
3,12,0.174999,183500,0002CCCC,-0.670216,-702772,FFF546CC,-0.495117,-507,FE05,-0.819336,-839,FCB9,-1.314453,-1346,FABE,False,-1.314453,-0.865398,-0.865234,-886,FC8A
3,13,0.174236,182700,0002C9AC,0.537961,564093,00089B7D,0.711914,729,02D9,0.793945,813,032D,1.505859,1542,0606,False,1.505859,0.906201,0.906250,928,03A0
3,14,-0.293827,-308100,FFFB4C7C,-0.553109,-579977,FFF72677,-0.846680,-867,FC9D,-0.942383,-965,FC3B,-1.789062,-1832,F8D8,False,-1.789062,-0.945662,-0.945312,-968,FC38
3,15,0.198555,208200,00032D48,-0.263753,-276565,FFFBC7AB,-0.065430,-67,FFBD,-0.518555,-531,FDED,-0.583984,-598,FDAA,False,-0.583984,-0.525555,-0.525391,-538,FDE6
3,16,0.021744,22800,00005910,-0.508557,-533261,FFF7DCF3,-0.486328,-498,FE0E,-0.713867,-731,FD25,-1.200195,-1229,FB33,False,-1.200195,-0.833714,-0.833984,-854,FCAA
3,17,-0.354767,-372000,FFFA52E0,0.001025,1075,00000433,-0.353516,-362,FE96,0.553711,567,0237,0.200195,205,00CD,False,0.200195,0.197563,0.197266,202,00CA
3,18,0.199699,209400,000331F8,1.702250,1784939,001B3C6B,1.902344,1948,079C,-0.603516,-618,FD96,1.298828,1330,0532,False,1.298828,0.861421,0.861328,882,0372
3,19,-0.169945,-178200,FFFD47E8,0.449692,471536,000731F0,0.279297,286,011E,0.821289,841,0349,1.100586,1127,0467,False,1.100586,0.800709,0.800781,820,0334
3,20,0.227261,238300,0003A2DC,0.036602,38380,000095EC,0.263672,270,010E,0.312500,320,0140,0.576172,590,024E,False,0.576172,0.519878,0.519531,532,0214
3,21,0.120258,126100,0001EC94,0.133300,139775,000221FF,0.253906,260,0104,-0.927734,-950,FC4A,-0.673828,-690,FD4E,False,-0.673828,-0.587492,-0.587891,-602,FDA6
3,22,-0.296783,-311200,FFFB4060,-0.584542,-612937,FFF6A5B7,-0.880859,-902,FC7A,-0.989258,-1013,FC0B,-1.870117,-1915,F885,False,-1.870117,-0.953605,-0.953125,-976,FC30
3,23,0.009441,9900,000026AC,0.491184,515044,0007DBE4,0.500977,513,0201,-0.896484,-918,FC6A,-0.395508,-405,FE6B,False,-0.395508,-0.376099,-0.375977,-385,FE7F
3,24,0.182056,190900,0002E9B4,0.238338,249915,0003D03B,0.419922,430,01AE,0.211914,217,00D9,0.631836,647,0287,False,0.631836,0.559315,0.559570,573,023D
3,25,0.083733,87800,000156F8,-1.339033,-1404078,FFEA9352,-1.254883,-1285,FAFB,0.602539,617,0269,-0.652344,-668,FD64,False,-0.652344,-0.573246,-0.573242,-587,FDB5
3,26,-0.070286,-73700,FFFEE01C,0.410121,430043,00068FDB,0.339844,348,015C,-0.522461,-535,FDE9,-0.182617,-187,FF45,False,-0.182617,-0.180614,-0.180664,-185,FF47
3,27,-0.626850,-657300,FFF5F86C,-0.633898,-664690,FFF5DB8E,-1.260742,-1291,FAF5,0.699219,716,02CC,-0.561523,-575,FDC1,False,-0.561523,-0.509107,-0.508789,-521,FDF7
3,28,-0.232029,-243300,FFFC499C,0.496808,520941,0007F2ED,0.264648,271,010F,-0.885742,-907,FC75,-0.621094,-636,FD84,False,-0.621094,-0.551889,-0.551758,-565,FDCB
3,29,-0.021553,-22600,FFFFA7B8,-0.048306,-50652,FFFF3A24,-0.070312,-72,FFB8,0.601562,616,0268,0.531250,544,0220,False,0.531250,0.486336,0.486328,498,01F2
3,30,-0.246620,-258600,FFFC0DD8,-0.237426,-248959,FFFC3381,-0.484375,-496,FE10,0.855469,876,036C,0.371094,380,017C,False,0.371094,0.354948,0.354492,363,016B
3,31,-0.399876,-419300,FFF99A1C,0.318571,334046,000518DE,-0.081055,-83,FFAD,0.543945,557,022D,0.462891,474,01DA,False,0.462891,0.432437,0.432617,443,01BB
3,32,-0.346279,-363100,FFFA75A4,-0.174401,-182873,FFFD35A7,-0.520508,-533,FDEB,0.396484,406,0196,-0.124023,-127,FF81,False,-0.124023,-0.123391,-0.123047,-126,FF82
3,33,0.109577,114900,0001C0D4,0.240472,252153,0003D8F9,0.349609,358,0166,0.675781,692,02B4,1.025391,1050,041A,False,1.025391,0.772053,0.772461,791,0317
3,34,0.311279,326400,0004FB00,-0.075616,-79289,FFFECA47,0.235352,241,00F1,-0.919922,-942,FC52,-0.684570,-701,FD43,False,-0.684570,-0.594483,-0.594727,-609,FD9F
3,35,0.184631,193600,0002F440,-0.287335,-301293,FFFB6713,-0.102539,-105,FF97,-0.596680,-611,FD9D,-0.699219,-716,FD34,False,-0.699219,-0.603872,-0.603516,-618,FD96
3,36,0.104713,109800,0001ACE8,-0.579353,-607496,FFF6BAF8,-0.474609,-486,FE1A,-0.750000,-768,FD00,-1.224609,-1254,FB1A,False,-1.224609,-0.841009,-0.840820,-861,FCA3
3,37,0.542831,569200,0008AF70,0.297982,312457,0004C489,0.840820,861,035D,0.008789,9,0009,0.849609,870,0366,False,0.849609,0.690865,0.690430,707,02C3
3,38,-0.372505,-390600,FFFA0A38,0.387505,406328,00063338,0.014648,15,000F,0.490234,502,01F6,0.504883,517,0205,False,0.504883,0.465949,0.465820,477,01DD
3,39,-0.111389,-116800,FFFE37C0,-0.006186,-6487,FFFFE6A9,-0.117188,-120,FF88,0.259766,266,010A,0.142578,146,0092,False,0.142578,0.141620,0.141602,145,0091
3,40,-0.750542,-787000,FFF3FDC8,-0.459987,-482331,FFF8A3E5,-1.210938,-1240,FB28,0.702148,719,02CF,-0.508789,-521,FDF7,False,-0.508789,-0.469001,-0.468750,-480,FE20
3,41,0.321674,337300,00052594,0.069038,72392,00011AC8,0.390625,400,0190,-0.689453,-706,FD3E,-0.298828,-306,FECE,False,-0.298828,-0.290240,-0.290039,-297,FED7
3,42,-0.539684,-565900,FFF75D74,-0.041996,-44036,FFFF53FC,-0.582031,-596,FDAC,0.469727,481,01E1,-0.112305,-115,FF8D,False,-0.112305,-0.111835,-0.112305,-115,FF8D
3,43,-0.703621,-737800,FFF4BDF8,-0.155383,-162931,FFFD838D,-0.859375,-880,FC90,-0.614258,-629,FD8B,-1.473633,-1509,FA1B,False,-1.473633,-0.900268,-0.900391,-922,FC66
3,44,-0.221062,-231800,FFFC7688,0.617011,646983,0009DF47,0.395508,405,0195,-0.458008,-469,FE2B,-0.062500,-64,FFC0,False,-0.062500,-0.062419,-0.062500,-64,FFC0
3,45,-0.107098,-112300,FFFE4954,0.312698,327888,000500D0,0.206055,211,00D3,0.419922,430,01AE,0.625977,641,0281,False,0.625977,0.555276,0.555664,569,0239
3,46,-0.095558,-100200,FFFE7898,0.769105,806465,000C4E41,0.673828,690,02B2,0.959961,983,03D7,1.633789,1673,0689,False,1.633789,0.926599,0.926758,949,03B5
3,47,0.450039,471900,0007335C,-0.688997,-722466,FFF4F9DE,-0.239258,-245,FF0B,0.222656,228,00E4,-0.016602,-17,FFEF,False,-0.016602,-0.016600,-0.016602,-17,FFEF
3,48,-0.677872,-710800,FFF52770,-0.575661,-603624,FFF6CA18,-1.253906,-1284,FAFC,-0.890625,-912,FC70,-2.144531,-2196,F76C,False,-2.144531,-0.972936,-0.972656,-996,FC1C
3,49,-0.389862,-408800,FFF9C320,0.265008,277881,00043D79,-0.125000,-128,FF80,0.232422,238,00EE,0.107422,110,006E,False,0.107422,0.107011,0.107422,110,006E
3,50,-0.275135,-288500,FFFB990C,0.348757,365698,00059482,0.073242,75,004B,-0.915039,-937,FC57,-0.841797,-862,FCA2,False,-0.841797,-0.686760,-0.686523,-703,FD41
3,51,-0.182438,-191300,FFFD14BC,-1.123257,-1177820,FFEE0724,-1.305664,-1337,FAC7,0.768555,787,0313,-0.537109,-550,FDDA,False,-0.537109,-0.490797,-0.491211,-503,FE09
3,52,-0.134659,-141200,FFFDD870,0.170953,179257,0002BC39,0.036133,37,0025,0.418945,429,01AD,0.455078,466,01D2,False,0.455078,0.426064,0.425781,436,01B4
3,53,-0.282860,-296600,FFFB7968,0.211750,222036,00036354,-0.071289,-73,FFB7,-0.653320,-669,FD63,-0.724609,-742,FD1A,False,-0.724609,-0.619756,-0.620117,-635,FD85
3,54,0.224876,235800,00039918,-0.296978,-311404,FFFB3F94,-0.072266,-74,FFB6,-0.816406,-836,FCBC,-0.888672,-910,FC72,False,-0.888672,-0.710737,-0.710938,-728,FD28
3,55,0.044727,46900,0000B734,-0.820090,-859927,FFF2E0E9,-0.775391,-794,FCE6,-0.632812,-648,FD78,-1.408203,-1442,FA5E,False,-1.408203,-0.887112,-0.886719,-908,FC74
3,56,-0.631714,-662400,FFF5E480,0.337515,353910,00056676,-0.293945,-301,FED3,0.959961,983,03D7,0.666016,682,02AA,False,0.666016,0.582353,0.582031,596,0254
3,57,0.229836,241000,0003AD68,0.328835,344808,000542E8,0.558594,572,023C,-0.083008,-85,FFAB,0.475586,487,01E7,False,0.475586,0.442702,0.442383,453,01C5
3,58,0.426674,447400,0006D3A8,-0.554730,-581677,FFF71FD3,-0.127930,-131,FF7D,0.568359,582,0246,0.440430,451,01C3,False,0.440430,0.414001,0.414062,424,01A8
3,59,-0.506115,-530700,FFF7E6F4,0.090944,95362,00017482,-0.415039,-425,FE57,0.272461,279,0117,-0.142578,-146,FF6E,False,-0.142578,-0.141620,-0.141602,-145,FF6F
3,60,-0.137329,-144000,FFFDCD80,0.466582,489247,0007771F,0.329102,337,0151,0.144531,148,0094,0.473633,485,01E5,False,0.473633,0.441130,0.441406,452,01C4
3,61,-0.201988,-211800,FFFCC4A8,-0.310048,-325109,FFFB0A0B,-0.511719,-524,FDF4,-0.709961,-727,FD29,-1.221680,-1251,FB1D,False,-1.221680,-0.840149,-0.839844,-860,FCA4
3,62,0.115299,120900,0001D844,0.605685,635107,0009B0E3,0.720703,738,02E2,0.891602,913,0391,1.612305,1651,0673,False,1.612305,0.923500,0.923828,946,03B2
3,63,0.115204,120800,0001D7E0,-0.342649,-359293,FFFA8483,-0.227539,-233,FF17,-0.397461,-407,FE69,-0.625000,-640,FD80,False,-0.625000,-0.554600,-0.554688,-568,FDC8
3,64,0.342655,359300,00057B84,0.389586,408511,00063BBF,0.732422,750,02EE,0.156250,160,00A0,0.888672,910,038E,False,0.888672,0.710737,0.710938,728,02D8
3,65,-0.604630,-634000,FFF65370,0.071152,74608,00012370,-0.533203,-546,FDDE,0.399414,409,0199,-0.133789,-137,FF77,False,-0.133789,-0.132996,-0.132812,-136,FF78
3,66,0.356197,373500,0005B2FC,-0.167927,-176084,FFFD502C,0.188477,193,00C1,0.298828,306,0132,0.487305,499,01F3,False,0.487305,0.452075,0.452148,463,01CF
3,67,-0.088215,-92500,FFFE96AC,-0.984687,-1032519,FFF03EB9,-1.073242,-1099,FBB5,0.880859,902,0386,-0.192383,-197,FF3B,False,-0.192383,-0.190044,-0.190430,-195,FF3D
3,68,-0.283337,-297100,FFFB7774,0.062249,65273,0000FEF9,-0.220703,-226,FF1E,-0.703125,-720,FD30,-0.923828,-946,FC4E,False,-0.923828,-0.727703,-0.727539,-745,FD17
3,69,0.104904,110000,0001ADB0,0.118383,124134,0001E4E6,0.223633,229,00E5,0.016602,17,0011,0.240234,246,00F6,False,0.240234,0.235717,0.235352,241,00F1
3,70,-0.170517,-178800,FFFD4590,0.257344,269845,00041E15,0.086914,89,0059,-0.192383,-197,FF3B,-0.105469,-108,FF94,False,-0.105469,-0.105079,-0.105469,-108,FF94
3,71,-0.093746,-98300,FFFE8004,0.327410,343314,00053D12,0.233398,239,00EF,-0.051758,-53,FFCB,0.181641,186,00BA,False,0.181641,0.179669,0.179688,184,00B8
3,72,0.368023,385900,0005E36C,-0.720966,-755988,FFF476EC,-0.352539,-361,FE97,-0.761719,-780,FCF4,-1.114258,-1141,FB8B,False,-1.114258,-0.805562,-0.805664,-825,FCC7
3,73,0.775051,812700,000C669C,0.463828,486359,00076BD7,1.239258,1269,04F5,-0.731445,-749,FD13,0.507812,520,0208,False,0.507812,0.468239,0.467773,479,01DF
3,74,0.181770,190600,0002E888,0.112296,117751,0001CBF7,0.293945,301,012D,-0.444336,-455,FE39,-0.150391,-154,FF66,False,-0.150391,-0.149267,-0.149414,-153,FF67
3,75,0.465584,488200,00077308,-0.951137,-997339,FFF0C825,-0.485352,-497,FE0F,-0.390625,-400,FE70,-0.875977,-897,FC7F,False,-0.875977,-0.704398,-0.704102,-721,FD2F
3,76,0.220871,231600,000388B0,-0.341848,-358454,FFFA87CA,-0.121094,-124,FF84,-0.144531,-148,FF6C,-0.265625,-272,FEF0,False,-0.265625,-0.259549,-0.259766,-266,FEF6
3,77,0.119972,125800,0001EB68,-0.853345,-894797,FFF258B3,-0.733398,-751,FD11,0.221680,227,00E3,-0.511719,-524,FDF4,False,-0.511719,-0.471283,-0.471680,-483,FE1D
3,78,-0.139332,-146100,FFFDC54C,0.433490,454547,0006EF93,0.293945,301,012D,0.269531,276,0114,0.563477,577,0241,False,0.563477,0.510552,0.510742,523,020B
3,79,-0.207329,-217400,FFFCAEC8,-1.027427,-1077335,FFEF8FA9,-1.234375,-1264,FB10,-0.176758,-181,FF4B,-1.411133,-1445,FA5B,False,-1.411133,-0.887734,-0.887695,-909,FC73
3,80,0.198746,208400,00032E10,0.118446,124200,0001E528,0.317383,325,0145,-0.182617,-187,FF45,0.134766,138,008A,False,0.134766,0.133956,0.133789,137,0089
3,81,0.210476,220700,00035E1C,0.294839,309161,0004B7A9,0.504883,517,0205,-0.564453,-578,FDBE,-0.059570,-61,FFC3,False,-0.059570,-0.059500,-0.059570,-61,FFC3
3,82,0.277042,290500,00046EC4,0.024320,25501,0000639D,0.301758,309,0135,0.176758,181,00B5,0.478516,490,01EA,False,0.478516,0.445054,0.445312,456,01C8
3,83,-0.289059,-303100,FFFB6004,-0.127212,-133391,FFFDF6F1,-0.416016,-426,FE56,-0.366211,-375,FE89,-0.782227,-801,FCDF,False,-0.782227,-0.653983,-0.654297,-670,FD62
3,84,-0.490570,-514400,FFF826A0,0.313046,328253,0005023D,-0.177734,-182,FF4A,-0.927734,-950,FC4A,-1.105469,-1132,FB94,False,-1.105469,-0.802455,-0.802734,-822,FCCA
3,85,-0.435352,-456500,FFF908CC,-0.469328,-492126,FFF87DA2,-0.904297,-926,FC62,-0.163086,-167,FF59,-1.067383,-1093,FBBB,False,-1.067383,-0.788473,-0.788086,-807,FCD9
3,86,0.061226,64200,0000FAC8,0.592034,620793,000978F9,0.653320,669,029D,-0.051758,-53,FFCB,0.601562,616,0268,False,0.601562,0.538160,0.538086,551,0227
3,87,0.350094,367100,000599FC,0.206203,216219,00034C9B,0.556641,570,023A,-0.548828,-562,FDCE,0.007812,8,0008,False,0.007812,0.007812,0.007812,8,0008
